temperature,humidity,rainfall,soil_moisture,plant_age_days,light_intensity,crop_type,risk_level
26.6,82.1,11.4,67.3,87,54.3,sugarcane,Medium
24.9,90.4,11.9,75.4,58,63.0,potato,Medium
11.7,64.1,0.0,33.6,37,34.1,soybean,Low
29.7,86.1,25.8,73.9,163,14.7,chili,High
28.8,80.6,29.1,80.5,112,14.5,rice,High
34.5,89.7,10.8,79.4,154,32.7,tomato,Low
43.0,24.5,1.9,62.3,51,90.9,cotton,Low
28.9,69.8,3.3,31.4,173,56.4,sugarcane,Low
28.3,61.6,6.9,82.6,77,58.0,cotton,Low
22.2,65.8,2.1,25.5,11,76.2,tomato,Medium
38.1,32.8,1.0,26.5,58,59.0,tomato,Medium
35.0,23.6,1.0,29.5,178,89.7,cotton,Medium
26.3,84.9,11.5,94.3,104,16.7,potato,High
23.1,69.0,10.2,80.2,90,60.6,rice,Low
18.0,55.6,1.6,40.3,131,41.1,wheat,Low
35.6,43.2,0.9,67.1,49,88.7,soybean,Low
29.6,96.4,35.5,83.1,20,21.5,soybean,High
23.9,47.6,5.4,61.4,111,71.8,wheat,Low
23.7,62.7,8.2,76.5,47,63.1,tomato,Low
8.4,67.5,2.5,45.0,112,59.1,rice,Low
26.4,65.8,2.0,41.5,164,71.1,chili,Low
14.8,60.3,1.5,55.6,71,49.7,cotton,Low
29.2,77.7,18.4,89.2,144,38.4,soybean,Medium
23.7,84.0,39.7,66.5,125,18.6,tomato,Critical
20.5,41.8,2.8,33.5,76,66.0,chili,Low
11.1,65.2,1.8,31.2,146,77.7,onion,Low
31.6,86.6,11.4,75.6,129,47.4,sugarcane,Low
43.0,24.7,0.0,63.2,14,64.2,sugarcane,Medium
28.7,93.3,13.8,68.4,141,37.9,soybean,Medium
27.4,95.8,23.0,72.0,61,33.3,maize,Low
21.5,60.2,2.8,77.1,32,52.7,maize,Low
36.8,34.6,2.0,75.4,127,95.0,cotton,Medium
24.6,85.3,26.9,87.6,55,26.3,tomato,Critical
32.7,66.1,3.5,22.2,45,68.7,soybean,Low
28.1,82.1,36.4,61.3,149,45.3,sugarcane,High
28.6,88.6,27.9,61.4,154,26.9,cotton,High
38.6,30.0,2.2,71.6,55,87.0,maize,Low
26.3,48.8,3.6,28.8,160,72.5,potato,Low
26.5,71.7,6.1,72.3,28,75.0,tomato,Low
5.0,42.6,3.1,40.3,63,46.3,wheat,Low
24.5,71.9,3.2,52.5,19,50.7,tomato,Medium
25.0,69.3,4.0,46.4,125,45.8,sugarcane,Low
23.9,67.4,6.4,93.6,16,61.7,soybean,High
9.2,62.2,1.0,44.0,177,68.3,chili,Low
17.9,47.6,3.9,58.6,157,47.8,wheat,Low
26.8,87.1,13.3,85.6,9,21.9,cotton,Critical
36.1,43.9,0.3,70.8,141,91.5,tomato,Low
35.9,79.7,38.3,78.7,133,27.2,rice,Medium
7.5,50.0,2.1,52.0,136,67.4,potato,Low
21.6,64.6,2.9,66.3,64,67.0,soybean,Low
24.0,79.9,6.2,89.7,47,63.0,soybean,High
24.4,67.5,7.3,69.9,119,73.8,rice,Low
24.8,75.7,9.7,80.9,20,48.4,maize,Medium
20.1,54.5,0.0,54.4,138,70.4,cotton,Low
32.3,46.4,1.4,33.2,81,74.2,cotton,Low
9.7,42.2,5.3,60.2,116,38.2,maize,Low
28.6,80.2,9.5,89.6,28,69.5,onion,High
30.1,79.9,34.5,92.0,21,21.7,sugarcane,Critical
34.6,40.3,0.0,72.4,87,61.3,cotton,Low
27.8,81.6,11.5,68.1,149,35.5,maize,Medium
25.6,78.2,30.3,94.3,62,39.3,chili,Critical
30.3,40.9,0.3,42.5,19,79.8,chili,Low
15.2,41.9,2.3,79.9,143,55.4,onion,Low
23.5,66.2,9.8,88.2,170,75.1,onion,Low
24.0,51.6,1.2,67.5,44,67.7,wheat,Low
25.0,62.6,1.6,35.5,41,64.4,onion,Low
17.9,56.8,5.0,75.0,45,69.4,sugarcane,Low
30.9,84.1,13.9,77.0,79,57.7,maize,Medium
20.2,72.8,0.3,56.9,77,76.7,chili,Low
32.5,25.2,0.8,66.6,137,67.4,chili,Medium
8.8,40.5,1.6,50.3,106,65.1,potato,Low
25.8,88.8,34.6,74.1,97,31.4,sugarcane,Medium
13.5,42.4,0.0,64.4,82,50.7,soybean,Low
36.3,29.1,1.5,68.2,66,92.7,cotton,Medium
14.3,49.6,3.0,35.6,139,72.9,rice,Low
24.1,42.4,5.2,81.3,52,48.4,onion,Low
38.4,44.0,2.8,29.4,114,87.8,onion,Low
38.5,29.1,1.2,33.5,89,82.1,cotton,Medium
20.1,43.8,4.4,30.1,97,62.7,potato,Low
23.4,62.3,10.0,66.8,128,49.1,sugarcane,Low
25.6,76.1,5.5,86.0,77,54.4,chili,High
37.6,24.0,1.2,55.9,90,99.4,rice,Low
28.1,60.7,3.2,34.7,145,52.3,onion,Low
27.1,89.8,26.8,70.7,172,30.4,onion,High
30.7,21.7,1.2,33.6,142,70.2,cotton,Low
25.5,88.9,24.3,64.1,112,25.9,tomato,High
15.4,50.1,5.1,76.0,61,55.9,tomato,Low
24.1,78.2,8.1,92.0,121,61.8,soybean,High
24.6,86.3,39.1,84.8,27,29.7,potato,Critical
26.6,68.4,6.3,85.6,105,57.8,sugarcane,Medium
13.5,60.4,1.1,40.7,147,70.8,chili,Low
28.4,66.6,6.4,64.0,14,64.0,chili,Low
32.6,47.5,4.0,70.4,126,72.8,potato,Low
28.1,72.7,7.3,93.8,126,60.2,chili,Medium
21.7,93.5,17.1,88.1,126,28.0,rice,High
30.7,83.1,11.4,73.3,35,51.2,chili,Medium
20.5,74.0,5.9,73.9,93,58.8,rice,Low
22.8,55.8,2.0,33.7,168,58.7,potato,Low
23.2,54.4,0.0,53.4,57,74.1,cotton,Low
29.1,90.6,15.8,67.0,176,28.1,soybean,Medium
35.9,21.6,0.0,23.3,93,85.9,sugarcane,Medium
12.0,59.4,3.5,20.2,156,46.8,tomato,Low
22.7,67.8,5.8,86.6,8,67.7,chili,Medium
28.5,73.4,1.7,71.8,154,53.3,potato,Low
23.3,93.3,31.1,92.6,105,26.3,cotton,Critical
34.4,19.8,3.4,41.2,88,79.3,cotton,Low
31.2,82.5,31.4,90.9,180,33.9,soybean,Critical
40.3,36.6,1.0,75.3,144,100.0,soybean,Medium
21.3,50.6,0.2,46.2,83,81.3,onion,Low
42.2,18.6,1.9,41.4,90,64.2,soybean,Low
33.6,37.2,1.9,30.7,12,64.1,sugarcane,Medium
28.9,68.1,3.2,33.2,88,60.9,onion,Low
29.2,75.8,3.0,40.2,109,56.3,soybean,Low
34.2,25.6,2.3,21.0,56,75.2,rice,Medium
31.8,77.6,37.0,87.3,166,23.3,potato,Critical
34.4,25.5,3.0,29.1,72,98.5,cotton,High
30.6,88.2,8.4,82.1,174,40.4,onion,Medium
12.7,70.0,2.6,60.5,47,55.3,soybean,Low
28.5,84.4,24.7,76.0,17,20.2,chili,Critical
20.0,53.6,3.8,53.2,50,56.3,maize,Low
33.4,41.9,1.9,77.6,144,75.1,wheat,Low
41.1,24.3,1.8,68.8,145,74.6,chili,Low
17.3,45.9,4.3,73.2,43,73.1,rice,Low
27.3,72.7,13.1,79.5,89,31.9,maize,Low
22.6,63.8,5.8,86.2,81,58.3,sugarcane,Low
27.5,76.7,34.5,81.9,57,27.6,sugarcane,High
28.7,73.3,6.3,64.6,40,73.6,maize,Low
38.9,25.4,0.6,48.7,21,85.5,maize,Medium
33.3,34.9,0.8,32.0,120,65.3,onion,Low
25.4,61.2,0.0,26.0,163,64.6,potato,Low
28.5,69.2,3.2,63.8,178,73.3,soybean,Low
25.4,90.9,27.9,71.5,131,14.9,cotton,Critical
25.4,63.6,10.1,87.0,26,69.4,soybean,Medium
31.0,77.4,12.0,74.7,154,35.3,chili,Medium
12.5,44.4,2.8,78.2,5,48.7,wheat,Low
23.9,67.5,9.3,84.0,140,59.6,onion,Low
27.5,75.4,19.4,81.0,53,12.8,rice,High
22.0,56.9,6.9,61.3,97,62.2,wheat,Low
37.3,22.2,0.0,34.1,123,98.5,maize,Medium
28.0,91.7,23.0,86.5,74,33.1,potato,Critical
29.7,84.5,34.9,72.0,110,12.1,maize,High
27.7,83.2,12.6,66.2,142,56.4,soybean,Medium
25.2,42.1,4.5,73.9,154,58.2,potato,Low
36.0,24.0,0.8,56.2,62,99.4,tomato,Low
25.5,77.8,39.6,62.5,127,28.4,soybean,Medium
14.3,52.9,5.3,87.9,77,54.7,cotton,Low
39.3,22.4,2.9,66.2,156,89.2,rice,Low
42.8,45.7,2.2,41.9,34,99.2,cotton,Low
36.8,38.8,0.5,45.7,90,85.3,wheat,Low
22.6,60.8,4.2,35.0,134,48.2,onion,Low
26.3,72.4,2.7,41.3,129,62.3,wheat,Medium
23.5,85.9,12.7,77.1,170,56.9,onion,Medium
27.8,95.4,33.9,64.1,79,16.5,wheat,High
12.1,69.3,2.8,21.8,100,65.4,cotton,Medium
41.3,21.5,1.6,30.3,149,83.0,chili,Low
29.8,80.4,30.7,64.6,32,35.0,cotton,Medium
19.4,56.2,5.9,66.9,113,49.9,sugarcane,Low
29.7,81.7,30.0,65.8,99,22.8,maize,High
27.6,76.1,8.5,75.9,149,51.0,rice,Medium
11.7,48.8,0.0,46.1,168,57.1,tomato,Low
35.4,25.8,0.4,51.6,5,64.1,tomato,Medium
25.7,61.3,5.8,66.0,92,36.1,potato,Low
27.5,60.8,5.1,78.6,152,93.1,cotton,Low
16.5,63.1,2.6,51.5,40,71.0,potato,Low
30.9,28.7,0.0,34.3,61,63.2,tomato,Low
23.3,66.5,4.8,36.6,119,55.0,rice,Low
12.5,65.6,2.1,23.9,51,73.2,sugarcane,Medium
25.5,81.7,31.8,70.9,105,32.7,rice,Medium
20.3,41.1,2.5,21.7,69,45.8,onion,Low
32.2,30.9,0.0,72.6,89,71.9,maize,Low
25.8,92.8,10.4,78.2,150,36.7,soybean,Low
33.3,28.0,0.0,44.8,161,74.3,maize,Low
30.3,64.9,10.7,61.0,145,55.3,potato,Low
25.9,81.4,13.8,75.6,80,44.4,soybean,Medium
29.5,22.0,1.5,74.3,67,87.9,potato,Low
29.1,89.6,38.5,84.2,31,23.3,soybean,High
21.0,63.8,1.6,78.8,148,57.0,potato,Low
12.4,60.2,4.3,48.8,126,53.6,wheat,Low
27.0,77.7,39.7,93.4,140,26.9,rice,Critical
24.9,70.5,7.8,67.0,8,55.5,cotton,Low
25.3,78.6,4.1,59.3,50,57.3,potato,Medium
30.3,88.0,17.9,93.4,11,23.9,tomato,Critical
27.7,91.5,11.7,71.4,139,38.9,rice,Medium
22.2,63.8,5.0,56.4,127,65.1,soybean,Low
27.7,83.7,24.2,69.8,133,36.2,soybean,High
28.5,87.8,25.0,63.1,56,23.6,sugarcane,High
17.6,42.7,3.0,56.3,163,73.7,rice,Low
22.2,44.3,4.4,65.7,16,54.2,soybean,Low
23.8,85.4,38.3,79.9,70,23.3,onion,High
28.3,78.1,41.0,68.8,154,40.9,cotton,High
39.5,48.7,0.0,72.9,128,81.3,wheat,Low
18.9,73.5,2.5,55.4,155,53.3,rice,Low
17.0,46.6,3.7,52.2,115,35.4,soybean,Low
25.6,77.2,7.5,87.4,87,50.0,rice,High
36.5,21.5,1.1,31.6,46,88.0,rice,Low
26.3,82.0,26.5,65.8,68,23.3,onion,Critical
31.7,92.9,37.0,74.4,10,8.5,wheat,Critical
19.0,55.0,0.3,47.1,49,51.5,maize,Low
14.8,65.4,5.5,91.9,59,43.6,cotton,Medium
18.8,47.6,5.6,73.7,96,61.0,cotton,Low
28.4,75.1,3.8,21.0,6,63.6,soybean,High
38.3,25.8,0.5,69.7,170,78.5,onion,Medium
38.2,37.3,0.0,65.0,34,82.3,soybean,Medium
21.4,68.9,6.7,87.0,63,65.4,wheat,Medium
45.1,28.7,1.1,44.7,141,100.0,sugarcane,Low
22.0,80.5,4.3,51.1,149,78.5,sugarcane,High
18.5,41.0,4.1,57.8,19,60.4,onion,Low
17.5,65.4,0.0,37.4,56,59.3,rice,Low
29.2,80.1,30.3,68.2,95,24.8,chili,High
23.3,48.7,3.1,57.9,168,52.3,maize,Low
26.3,80.1,2.9,60.2,33,50.1,onion,Medium
24.4,61.5,6.5,93.9,25,54.0,wheat,Low
22.8,65.1,1.8,30.7,156,63.1,rice,Low
25.2,90.6,21.8,85.2,155,22.9,wheat,Critical
25.7,57.7,0.6,41.8,48,66.9,cotton,Low
15.1,50.5,1.5,34.0,77,74.3,rice,Low
26.6,91.4,34.7,89.6,167,11.7,wheat,Critical
43.1,33.1,0.2,49.0,61,94.3,wheat,Low
35.0,33.8,2.2,51.4,73,89.2,maize,Low
34.4,31.7,0.8,53.4,113,61.4,wheat,Low
24.7,73.7,36.2,62.1,142,20.1,chili,Medium
24.2,64.9,6.6,67.9,41,64.4,potato,Low
42.6,39.5,2.6,74.3,93,81.2,sugarcane,Low
20.4,64.5,4.4,37.3,48,72.8,potato,Low
29.9,25.3,0.0,28.6,70,84.6,sugarcane,Low
22.6,51.6,4.1,78.0,103,81.5,potato,Low
26.7,67.3,4.0,67.3,148,72.2,cotton,Low
34.8,40.8,2.0,69.8,151,88.9,cotton,Low
37.9,41.7,1.1,72.4,28,73.1,cotton,Low
26.9,41.0,0.8,64.5,21,66.9,tomato,Low
29.6,85.2,38.7,72.0,11,14.3,sugarcane,Critical
37.4,37.0,0.5,55.4,50,62.0,sugarcane,Low
19.9,68.6,2.4,76.9,91,42.0,onion,Low
39.2,22.8,0.5,26.7,17,65.3,cotton,High
31.1,70.2,5.5,75.5,148,51.7,onion,Low
17.3,58.0,3.1,26.0,43,42.1,tomato,Low
25.4,79.5,13.2,60.6,79,32.8,maize,Low
28.1,87.7,32.6,88.7,143,17.6,maize,Critical
23.8,77.9,4.6,31.7,148,78.5,chili,Medium
14.1,65.0,1.6,63.6,139,76.5,maize,Low
22.4,66.8,0.7,22.3,93,71.0,maize,Low
43.5,23.5,0.0,73.5,95,94.9,maize,Low
22.9,75.3,8.6,68.0,54,58.9,tomato,Low
9.8,66.0,2.5,49.3,65,48.2,sugarcane,Low
18.1,67.9,0.0,68.9,142,64.2,cotton,Low
30.2,94.2,35.8,91.7,64,28.9,potato,Critical
28.3,42.7,0.8,49.4,109,79.3,potato,Low
25.5,72.6,2.5,28.6,46,59.8,sugarcane,Medium
21.1,75.8,3.6,31.6,30,56.6,soybean,Medium
33.0,33.0,2.0,73.0,59,69.2,cotton,Medium
25.0,76.4,4.7,24.0,61,64.7,tomato,High
24.7,82.4,22.7,82.7,166,20.4,tomato,Critical
26.7,84.9,16.5,93.3,26,19.5,soybean,High
33.2,30.5,1.4,64.9,28,83.9,potato,Low
26.2,85.0,9.7,69.4,120,70.7,maize,Medium
32.1,81.4,31.7,80.7,47,30.6,rice,Medium
27.5,71.9,13.7,93.8,95,20.9,onion,Medium
29.2,86.1,29.0,65.2,47,15.4,maize,High
32.6,85.3,17.5,70.0,65,11.5,onion,Medium
38.8,27.9,1.8,65.1,6,63.5,soybean,Medium
41.3,39.9,0.4,63.0,48,80.5,potato,Low
8.7,39.6,1.0,28.2,43,79.0,potato,Medium
35.2,43.2,0.0,31.4,105,64.5,wheat,Low
27.4,64.1,10.1,70.9,64,66.0,onion,Low
27.2,78.7,25.7,94.9,108,42.0,cotton,Critical
27.3,93.5,30.1,60.5,119,27.2,chili,High
27.5,66.9,6.7,72.5,56,43.4,sugarcane,Low
38.4,41.4,0.4,67.7,141,68.4,chili,Low
25.1,68.4,8.9,68.2,119,68.0,cotton,Low
41.3,46.1,0.5,35.5,108,88.3,soybean,Low
15.7,61.4,1.8,39.9,101,66.4,cotton,Low
26.3,65.8,5.5,68.6,57,69.5,onion,Low
25.3,79.4,32.0,87.7,43,25.4,chili,Critical
39.4,34.0,3.0,53.3,162,68.5,soybean,Low
29.4,81.5,32.4,84.3,77,19.0,cotton,Critical
15.9,58.1,4.5,68.4,135,69.8,onion,Low
24.6,93.4,10.9,70.7,61,39.8,chili,Low
25.5,94.0,32.6,88.6,99,11.4,potato,Critical
20.3,45.9,1.6,59.5,105,61.0,cotton,Low
22.4,91.1,26.0,80.4,135,27.9,onion,High
30.2,85.2,27.8,85.7,78,22.9,soybean,Critical
29.6,75.7,8.2,83.4,123,57.6,maize,Medium
21.1,61.2,3.3,65.0,157,63.2,soybean,Low
30.3,90.0,17.6,66.1,176,34.1,wheat,Medium
27.0,83.2,33.7,70.6,39,25.3,wheat,Critical
15.6,61.9,0.5,32.4,178,56.6,chili,Low
26.8,94.5,26.2,73.9,107,31.4,potato,High
27.0,43.0,2.2,25.5,126,70.5,cotton,Low
27.0,79.0,4.9,25.2,159,57.8,sugarcane,Medium
26.3,83.2,26.6,64.9,82,18.2,chili,Critical
35.0,40.7,0.9,45.4,57,90.9,rice,Low
26.3,64.5,10.1,64.2,89,51.7,sugarcane,Low
27.0,57.0,3.0,60.8,56,69.7,chili,Low
24.0,76.2,8.9,61.2,90,69.3,sugarcane,Medium
30.8,80.2,12.6,65.1,83,18.7,potato,Medium
28.2,71.4,9.1,67.5,105,57.2,tomato,Medium
40.2,31.0,2.5,60.6,34,65.9,sugarcane,Low
33.3,24.8,3.7,53.2,127,86.6,cotton,Medium
22.9,57.1,2.3,27.0,60,62.0,wheat,Low
33.1,36.5,1.3,63.8,36,70.6,soybean,Medium
26.4,82.6,11.1,92.2,17,27.2,onion,Critical
29.0,19.0,2.5,47.6,54,94.4,cotton,Low
25.6,69.4,4.4,60.1,131,69.8,cotton,Low
20.8,64.7,4.3,72.3,140,66.5,potato,Low
33.4,37.7,0.5,40.3,131,65.8,potato,Medium
27.5,83.8,17.0,78.9,8,24.7,onion,High
28.2,79.0,34.8,65.0,91,14.8,soybean,High
32.8,84.4,10.2,75.7,145,15.0,rice,Medium
39.5,37.2,2.1,59.8,53,79.0,wheat,Low
32.1,40.4,1.8,38.7,128,62.9,rice,Low
22.7,65.6,9.7,64.9,169,60.0,chili,Low
41.5,20.2,1.7,50.1,18,72.3,wheat,Medium
38.0,24.9,2.8,46.3,14,78.5,maize,Medium
16.5,52.0,2.2,54.8,25,67.8,onion,Low
24.5,84.9,9.8,88.3,29,57.7,potato,High
25.6,92.4,41.4,77.5,140,20.1,soybean,Critical
30.1,76.6,4.1,69.2,6,36.7,sugarcane,Medium
8.6,60.1,2.3,29.9,25,69.3,tomato,Medium
32.0,90.6,34.0,67.1,176,28.2,sugarcane,High
38.8,37.2,2.4,60.9,18,57.5,chili,Medium
32.6,40.0,1.6,62.4,11,95.1,wheat,Low
26.4,83.6,5.8,86.6,62,70.0,rice,High
33.8,27.6,1.2,48.9,104,73.5,potato,Low
12.7,49.7,4.4,62.9,36,64.8,wheat,Low
12.4,51.3,5.3,84.6,51,68.0,onion,Low
14.2,67.8,3.2,67.3,96,49.4,cotton,Low
18.1,45.0,3.4,45.2,36,67.0,wheat,Low
28.1,59.7,5.6,87.8,130,69.0,potato,Low
30.6,31.0,1.1,66.2,64,62.2,potato,Low
32.0,73.6,38.2,66.7,60,23.9,wheat,High
13.2,38.8,1.4,34.1,177,65.9,cotton,Low
13.6,63.1,3.4,63.5,111,48.9,cotton,Low
31.4,90.3,34.9,60.7,125,20.3,tomato,High
31.9,65.5,3.5,35.7,55,64.5,potato,Medium
33.2,35.3,3.0,66.2,175,80.0,cotton,Medium
39.3,20.0,0.0,49.9,161,68.9,potato,Medium
45.0,40.2,1.5,21.1,116,93.5,rice,Low
37.5,85.8,39.0,80.2,162,28.7,soybean,High
40.2,35.8,0.0,72.1,31,89.5,tomato,Low
16.5,59.8,0.9,42.3,5,68.2,onion,Low
22.9,70.1,3.4,80.0,43,72.2,wheat,Low
26.7,75.1,7.1,88.6,32,49.0,maize,High
31.2,81.4,35.1,82.9,169,40.1,sugarcane,High
23.8,60.5,9.9,84.2,26,67.5,wheat,Low
21.8,70.5,4.2,39.6,136,70.6,potato,Low
14.2,58.7,0.0,52.3,68,49.9,sugarcane,Low
41.6,35.9,2.2,59.9,135,56.5,onion,Low
31.6,22.3,0.1,33.9,180,68.4,rice,Low
25.8,95.3,37.0,77.8,98,32.3,potato,High
40.8,37.5,1.9,46.7,43,91.8,cotton,Medium
33.0,44.4,2.8,59.8,93,87.9,chili,Low
39.5,22.6,1.7,73.4,34,73.3,chili,Low
14.3,59.6,3.2,43.8,135,61.7,onion,Low
10.5,48.2,1.7,57.2,44,72.3,tomato,Low
17.6,71.4,5.0,72.6,167,67.6,wheat,Low
27.7,81.5,30.2,72.3,69,8.7,potato,Critical
38.5,42.9,0.0,60.7,130,73.8,cotton,Low
32.6,32.8,0.2,36.9,88,79.6,cotton,Medium
27.1,61.3,7.8,69.9,37,70.8,wheat,Low
22.5,60.1,6.4,74.9,165,66.4,sugarcane,Low
29.5,38.4,0.5,44.7,96,87.5,onion,Low
22.1,65.8,4.7,33.5,168,47.9,onion,Low
22.5,64.9,6.9,66.0,55,44.4,rice,Low
28.2,27.9,2.4,48.8,89,81.9,tomato,Low
30.1,70.8,10.4,66.4,78,67.0,sugarcane,Low
30.1,59.8,4.2,37.6,69,75.9,wheat,Low
25.5,57.7,6.2,62.5,19,64.9,sugarcane,Low
42.0,35.8,0.3,26.3,96,66.0,maize,Medium
23.9,92.2,15.3,62.5,77,22.4,sugarcane,High
11.4,40.2,4.5,37.0,41,51.4,rice,Low
27.6,78.7,15.1,87.6,41,38.7,cotton,High
27.2,74.8,9.5,60.3,25,60.0,onion,Medium
11.6,42.9,3.9,67.8,42,48.0,sugarcane,Low
34.0,24.4,1.4,66.6,138,59.4,sugarcane,Low
10.3,36.4,3.3,60.2,140,73.2,chili,Low
24.5,90.1,39.6,87.8,168,37.1,potato,High
27.9,88.7,12.0,65.5,94,49.6,maize,Medium
24.7,69.6,4.6,56.1,38,75.2,chili,Low
21.5,47.0,1.7,52.1,5,67.9,chili,Low
9.0,50.2,0.0,53.0,94,69.9,tomato,Low
28.2,80.7,29.2,75.2,116,29.9,maize,Critical
22.6,69.9,0.8,43.9,98,71.0,rice,Low
33.3,46.5,2.2,46.1,110,78.0,chili,Low
24.2,59.2,3.5,33.0,139,40.1,rice,Low
21.3,67.8,3.6,79.4,76,70.0,sugarcane,Low
38.4,18.1,0.0,73.9,146,74.8,rice,Low
30.4,43.0,1.6,69.7,22,63.3,onion,Low
15.0,60.7,4.1,27.3,179,58.4,chili,Low
24.9,72.9,8.0,65.5,136,59.5,onion,Low
21.3,70.1,4.6,47.6,7,52.1,potato,Low
15.6,41.8,5.2,92.5,147,50.3,maize,Low
29.9,62.7,5.5,92.0,132,69.3,chili,Low
26.5,87.8,27.5,89.0,163,22.3,soybean,Critical
41.5,25.0,1.3,77.6,139,89.9,tomato,Low
25.9,82.7,33.2,79.2,67,19.1,soybean,High
22.4,75.8,9.2,69.5,31,44.9,sugarcane,Medium
41.6,41.4,1.4,62.1,97,88.8,cotton,Low
18.2,62.3,3.2,75.8,58,53.1,cotton,Low
25.8,76.9,10.9,71.9,98,36.5,maize,Medium
20.6,74.8,4.4,59.9,27,55.4,cotton,Low
27.8,71.7,3.8,59.7,145,68.0,tomato,Low
30.4,65.3,6.2,72.4,71,64.8,onion,Low
13.6,59.0,3.0,45.0,143,46.0,maize,Low
27.6,92.7,37.3,73.2,86,26.6,maize,High
30.6,30.4,1.5,38.3,69,78.3,tomato,Low
15.3,44.2,3.4,33.7,40,35.6,rice,Low
26.6,92.1,13.2,65.9,17,24.8,rice,High
16.0,65.5,1.0,42.9,41,76.7,soybean,Low
43.6,30.9,1.3,58.5,104,95.7,maize,Low
13.3,64.5,0.2,77.1,33,51.5,soybean,Low
17.4,65.1,0.0,74.5,36,70.8,soybean,Low
10.2,44.8,3.3,68.0,5,56.7,sugarcane,Low
11.3,46.0,3.7,71.0,65,80.4,soybean,Low
24.5,78.3,8.7,67.3,153,62.0,sugarcane,Medium
25.7,63.3,8.8,75.2,108,69.7,tomato,Low
24.7,66.6,5.9,61.9,88,54.9,tomato,Low
18.4,89.6,25.2,67.4,81,23.6,tomato,Low
40.7,19.1,0.6,50.5,65,62.8,rice,Medium
14.6,66.0,3.9,33.8,31,58.5,sugarcane,Low
25.7,63.7,4.9,44.3,27,70.9,maize,Low
35.8,31.7,0.0,72.1,79,81.3,tomato,Medium
15.4,44.5,1.8,67.7,45,70.0,soybean,Low
27.8,90.8,27.0,84.6,142,10.2,sugarcane,High
28.1,58.6,6.1,77.2,27,66.9,chili,Low
24.5,67.9,8.6,91.8,118,77.5,soybean,Medium
37.0,30.1,3.5,29.7,42,69.7,soybean,Medium
33.4,77.8,39.2,70.2,41,20.8,soybean,Medium
25.6,57.2,5.7,74.8,80,59.2,cotton,Low
28.7,33.7,0.7,68.6,117,73.0,maize,Low
26.2,94.8,31.1,92.1,86,22.9,potato,Critical
33.2,24.3,1.0,58.0,62,84.7,sugarcane,Low
30.3,90.0,33.4,77.5,140,7.8,potato,High
29.7,38.5,0.0,52.4,43,95.2,rice,Low
23.2,52.6,4.5,41.8,97,82.6,soybean,Low
31.2,86.3,35.4,65.7,130,12.5,cotton,High
37.5,19.0,2.7,67.7,37,86.8,tomato,Low
30.5,86.7,19.9,84.1,39,29.1,potato,Medium
27.7,84.2,36.2,93.6,175,22.0,sugarcane,Critical
40.2,31.0,0.7,59.0,180,89.4,wheat,Medium
23.1,73.3,5.8,94.6,16,57.4,maize,High
39.8,27.9,1.5,71.8,131,75.4,maize,Medium
20.7,63.3,4.7,23.8,116,71.8,cotton,Low
14.9,52.9,1.1,67.7,172,40.3,soybean,Low
32.0,20.2,1.0,30.3,24,78.1,cotton,Low
38.8,32.7,3.3,71.6,89,94.9,soybean,Low
26.4,73.1,6.2,84.7,80,50.5,onion,Low
35.8,35.9,1.3,70.5,138,70.3,chili,Medium
31.7,86.4,31.1,67.6,75,21.1,wheat,Critical
25.9,71.8,12.7,87.9,128,39.5,tomato,Medium
25.3,64.0,3.9,52.4,177,56.6,sugarcane,Low
23.6,63.2,7.7,86.4,35,52.2,soybean,Low
26.4,88.6,12.5,81.5,128,21.0,wheat,Medium
23.6,80.0,8.0,74.1,168,58.0,potato,Medium
25.8,84.3,15.3,60.1,91,18.1,sugarcane,Medium
35.6,33.4,2.4,72.8,19,78.1,potato,Medium
14.5,43.7,2.6,54.4,119,71.2,potato,Low
25.6,78.6,37.0,79.3,47,24.5,wheat,Critical
13.0,54.2,5.0,23.8,143,70.4,rice,Low
22.4,66.5,5.4,73.3,161,46.1,wheat,Low
30.2,38.7,0.0,34.4,39,78.1,wheat,Low
22.3,76.4,2.2,27.3,152,55.8,rice,Medium
27.0,77.3,8.5,78.6,140,70.4,rice,Medium
22.1,62.6,1.5,48.2,70,59.0,soybean,Low
36.6,42.9,0.0,76.0,8,88.4,cotton,Low
37.8,28.3,2.0,27.3,98,74.9,sugarcane,Medium
21.3,44.4,1.8,33.8,131,50.3,cotton,Low
15.1,67.7,0.4,40.7,127,39.9,rice,Low
28.2,80.9,35.7,81.4,64,21.1,chili,Critical
24.6,56.8,4.9,37.2,151,61.8,cotton,Low
10.9,59.3,3.7,38.6,28,41.0,maize,Low
16.1,58.1,1.4,24.2,140,80.5,cotton,Low
31.0,86.9,16.5,82.1,13,27.8,tomato,Medium
26.8,71.7,3.7,38.8,171,55.7,soybean,Low
33.2,34.2,0.0,65.1,145,72.7,maize,Low
26.3,67.1,6.3,63.6,163,63.7,potato,Low
25.1,62.2,5.3,74.2,163,74.2,cotton,Low
11.4,71.9,4.8,34.7,41,64.1,tomato,Low
16.0,41.5,2.3,72.8,72,59.5,potato,Low
24.6,73.9,5.8,87.1,157,75.3,potato,Low
26.8,88.4,22.6,72.2,150,40.5,sugarcane,Medium
32.6,86.7,24.1,69.6,50,17.5,potato,High
25.3,82.4,15.7,94.6,12,8.4,rice,Critical
